"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
10223,446,1099,"",0,2012-04-10,2017-02-05,NA
10224,446,1100,"",0,2012-04-10,2017-02-05,NA
10225,446,1101,"",0,2012-04-10,2017-02-05,NA
10226,446,1102,"",0,2012-04-10,2017-02-05,NA
10227,446,1103,"",0,2012-04-10,2017-02-05,NA
10228,446,1104,"",0,2012-04-10,2017-02-05,NA
10229,446,1105,"",0,2012-04-10,2017-02-05,NA
10230,446,1106,"",0,2012-04-10,2017-02-05,NA
10231,446,1107,"",0,2012-04-10,2017-02-05,NA
10232,446,1108,"",0,2012-04-10,2017-02-05,NA
10233,446,1109,"",0,2012-04-10,2017-02-05,NA
10234,446,1110,"",0,2012-04-10,2017-02-05,NA
10235,446,1111,"",0,2012-04-10,2017-02-05,NA
10236,446,1112,"",0,2012-04-10,2017-02-05,NA
10237,446,1113,"",0,2012-04-10,2017-02-05,NA
10238,446,1114,"",0,2012-04-10,2017-02-05,NA
10239,446,1115,"",0,2012-04-10,2017-02-05,NA
10240,446,1116,"",0,2012-04-10,2017-02-05,NA
10241,446,1117,"",0,2012-04-10,2017-02-05,NA
10242,446,1118,"",0,2012-04-10,2017-02-05,NA
10243,446,1119,"",0,2012-04-10,2017-02-05,NA
10244,446,1120,"",0,2012-04-10,2017-02-05,NA
10245,446,1121,"",0,2012-04-10,2017-02-05,NA
10246,446,1122,"",0,2012-04-10,2017-02-05,NA
10247,446,1123,"",0,2012-04-10,2017-02-05,NA
10248,446,1124,"",0,2012-04-10,2017-02-05,NA
10249,446,1125,"",0,2012-04-10,2017-02-05,NA
10250,446,1126,"",0,2012-04-10,2017-02-05,NA
10251,446,1127,"",0,2012-04-10,2017-02-05,NA
10252,446,1128,"",0,2012-04-10,2017-02-05,NA
10253,446,1144,"",1,2012-04-10,NA,NA
10254,446,1145,"",1,2012-04-10,NA,NA
10255,446,1146,"",1,2012-04-10,NA,NA
10256,447,1129,"",0,2012-04-10,2020-02-16,NA
10257,447,1130,"",0,2012-04-10,2020-02-16,NA
10258,447,1131,"",0,2012-04-10,2020-02-16,NA
10259,447,1132,"",0,2012-04-10,2020-02-16,NA
10260,447,1133,"",0,2012-04-10,2020-02-16,NA
10261,447,1134,"",0,2012-04-10,2020-02-16,NA
10262,447,1135,"",0,2012-04-10,2020-02-16,NA
10263,447,1136,"",0,2012-04-10,2020-02-16,NA
10264,447,1137,"",0,2012-04-10,2020-02-16,NA
10265,447,1138,"",0,2012-04-10,2020-02-16,NA
10266,447,1139,"",0,2012-04-10,2020-02-16,NA
10267,457,1083,"",1,2012-04-10,NA,NA
10268,457,1088,"",1,2012-04-10,NA,NA
10269,457,1089,"",1,2012-04-10,NA,NA
10270,457,1090,"",1,2012-04-10,NA,NA
10271,457,1091,"",1,2012-04-10,NA,NA
10272,457,1096,"",1,2012-04-10,NA,NA
10273,457,1097,"",1,2012-04-10,NA,NA
10274,457,1098,"",1,2012-04-10,NA,NA
10275,457,1099,"",1,2012-04-10,NA,NA
10276,457,1101,"",1,2012-04-10,NA,NA
10277,457,1105,"",1,2012-04-10,NA,NA
10278,457,1108,"",1,2012-04-10,NA,NA
10279,457,1109,"",1,2012-04-10,NA,NA
10280,457,1110,"",1,2012-04-10,NA,NA
10281,457,1111,"",1,2012-04-10,NA,NA
10282,457,1112,"",1,2012-04-10,NA,NA
10283,457,1113,"",1,2012-04-10,NA,NA
10284,457,1117,"",1,2012-04-10,NA,NA
10285,457,1118,"",1,2012-04-10,NA,NA
10286,457,1119,"",1,2012-04-10,NA,NA
10287,457,1120,"",1,2012-04-10,NA,NA
10288,457,1123,"",1,2012-04-10,NA,NA
10289,457,1126,"",1,2012-04-10,NA,NA
10290,457,1128,"",0,2012-04-10,2017-02-05,NA
10291,458,1081,"",1,2012-04-10,NA,NA
10292,458,1082,"",1,2012-04-10,NA,NA
10293,458,1083,"",1,2012-04-10,NA,NA
10294,458,1084,"",1,2012-04-10,NA,NA
10295,458,1085,"",1,2012-04-10,NA,NA
10296,458,1086,"",1,2012-04-10,NA,NA
10297,458,1088,"",1,2012-04-10,NA,NA
10298,458,1089,"",1,2012-04-10,NA,NA
10299,458,1090,"",1,2012-04-10,NA,NA
10300,458,1091,"",1,2012-04-10,NA,NA
10301,458,1093,"",1,2012-04-10,NA,NA
10302,458,1095,"",1,2012-04-10,NA,NA
10303,458,1096,"",1,2012-04-10,NA,NA
10304,458,1097,"",1,2012-04-10,NA,NA
10305,458,1098,"",1,2012-04-10,NA,NA
10306,458,1099,"",1,2012-04-10,NA,NA
10307,458,1100,"",1,2012-04-10,NA,NA
10308,458,1101,"",1,2012-04-10,NA,NA
10309,458,1102,"",1,2012-04-10,NA,NA
10310,458,1104,"",1,2012-04-10,NA,NA
10311,458,1105,"",1,2012-04-10,NA,NA
10312,458,1108,"",1,2012-04-10,NA,NA
10313,458,1109,"",1,2012-04-10,NA,NA
10314,458,1110,"",1,2012-04-10,NA,NA
10315,458,1111,"",1,2012-04-10,NA,NA
10316,458,1112,"",1,2012-04-10,NA,NA
10317,458,1113,"",1,2012-04-10,NA,NA
10318,458,1114,"",1,2012-04-10,NA,NA
10319,458,1116,"",1,2012-04-10,NA,NA
10320,458,1117,"",1,2012-04-10,NA,NA
10321,458,1118,"",1,2012-04-10,NA,NA
10322,458,1119,"",1,2012-04-10,NA,NA
10323,458,1120,"",1,2012-04-10,NA,NA
10324,458,1122,"",1,2012-04-10,NA,NA
10325,458,1123,"",1,2012-04-10,NA,NA
10326,458,1124,"",1,2012-04-10,NA,NA
10327,458,1125,"",1,2012-04-10,NA,NA
10328,458,1126,"",1,2012-04-10,NA,NA
10329,458,1128,"",1,2012-04-10,NA,NA
10330,458,1129,"",1,2012-04-10,NA,NA
10331,458,1130,"",1,2012-04-10,NA,NA
10332,458,1131,"",1,2012-04-10,NA,NA
10333,458,1132,"",1,2012-04-10,NA,NA
10334,458,1133,"",1,2012-04-10,NA,NA
10335,458,1134,"",1,2012-04-10,NA,NA
10336,458,1135,"",1,2012-04-10,NA,NA
10337,458,1136,"",1,2012-04-10,NA,NA
10338,458,1137,"",1,2012-04-10,NA,NA
10339,458,1138,"",1,2012-04-10,NA,NA
10340,458,1139,"",1,2012-04-10,NA,NA
10341,371,1159,"",1,2012-04-10,NA,"39"
10342,371,1160,"",1,2012-04-10,NA,"39"
10343,371,1161,"",1,2012-04-10,NA,"39"
10344,371,1162,"",1,2012-04-10,NA,"39"
10345,371,1163,"",1,2012-04-10,NA,"39"
10346,371,1166,"",1,2012-04-10,NA,"39"
10347,371,1169,"",1,2012-04-10,NA,"39"
10348,516,1147,"For Abronia umbellata, the fruit is tiny and seed-like with wings and is crowded into tight clusters of many fruits. The seed-like fruit changes from green to pinkish-tan or greenish-tan to tan and drops from the plant.",1,2012-04-10,NA,"57"
10349,516,1148,"For Arnica alpina, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white hairs and changes from whitish-yellow or yellow-green to light brown or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-04-10,NA,"57"
10350,516,1149,"For Camissoniopsis cheiranthifolia, the fruit is a capsule that changes from green to bright red to tan to brown and splits open, sometimes explosively, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10351,516,1150,"For Chimaphila umbellata, the fruit is a small capsule that changes from green to red to brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10352,516,1151,"For Coptis laciniata, the fruit is tiny and capsule-like, loosely grouped with others into a circle-shaped cluster, and changes from green to tan or light brown and splits open to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10353,516,1152,"For Eragrostis lehmanniana, the fruit is a tiny grain, hidden within tiny bracts and grouped into small clusters that are loosely arranged on a large, open-branched seed head, that changes texture from soft or watery to hard, and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-04-10,NA,"57"
10354,516,1153,"For Hydrophyllum tenuipes, the fruit is a tiny capsule that changes from green to tan or light brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10355,516,1154,"For Juncus gerardii, the fruit is a small capsule and is clustered with several others at the ends of many short branches on stems that arise near the base of the seed head. The capsule changes from green to rusty brown or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10356,516,1155,"For Lupinus arcticus, the fruit is a hairy pod that changes from green to dark olive green to yellowish and splits open, sometimes explosively, to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10357,516,1156,"For Penstemon superbus, the fruit is a small capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10358,516,1157,"For Polemonium caeruleum, the fruit is a tiny capsule that changes from green to yellowish to tan and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10359,516,1158,"For Polemonium pulcherrimum, the fruit is a tiny capsule that changes from green to yellowish to tan and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10360,516,1159,"For Quercus velutina, the fruit is a nut (acorn), partially covered with a &quot;cap&quot;, that changes from green to brown.",1,2012-04-10,NA,"56"
10361,516,1160,"For Rhamnus californica, the fruit is juicy and berry-like and changes from green to reddish to reddish purple to black.",1,2012-04-10,NA,"56"
10362,516,1161,"For Rosa californica, the fruits are very tiny and seed-like and are enclosed in a fleshy, berry-like &quot;hip&quot; that changes from green to pinkish to reddish-orange or red.",1,2012-04-10,NA,"56"
10363,516,1162,"For Rubus hawaiensis, the fruit is a fleshy &quot;blackberry&quot; that changes from green to pinkish to red, dark red, purple-red or dark purple.",1,2012-04-10,NA,"56"
10364,516,1163,"For Salix gooddingii, the fruit is a tiny capsule that changes from green to tan or light brown and splits open to expose seeds with white fluff. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"56"
10365,516,1164,"For Scilla siberica, the fruit is a lumpy capsule that changes from green to brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10366,516,1165,"For Synthyris reniformis, the fruit is a small, flattened, two-celled capsule that changes from green to dark tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10367,516,1166,"For Umbellularia californica, the fruit is small, fleshy and &quot;olive&quot;-like and changes from green to dark purple or deep brown-purple.",1,2012-04-10,NA,"56"
10368,516,1167,"For Verbesina encelioides, the fruit is very tiny, winged, and seed-like and is crowded into a spent flower head. The seed-like fruit changes from whitish-yellow or greenish-yellow to brown, dark brown or blackish and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-04-10,NA,"57"
10369,516,1168,"For Viola sempervirens, the fruit is a capsule that changes from green to mottled purple and splits open, sometimes explosively, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"57"
10370,516,1169,"For Vitex agnus-castus, the fruit is fleshy and berry-like and changes from green to tan or brown as it dries out.",1,2012-04-10,NA,"56"
10371,516,1170,"For Yucca elata, the fruit is a capsule that changes from green to tan, brown or dark brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"56"
10372,390,1147,"For Abronia umbellata, a fruit is considered ripe when it has turned tan, or when it readily drops from the plant when touched.",1,2012-04-10,NA,"58"
10373,390,1148,"For Arnica alpina, a fruit is considered ripe when it has turned light brown or brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-04-10,NA,"58"
10374,390,1149,"For Camissoniopsis cheiranthifolia, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10375,390,1150,"For Chimaphila umbellata, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10376,390,1151,"For Coptis laciniata, a fruit is considered ripe when it has turned tan or light brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10377,390,1152,"For Eragrostis lehmanniana, a fruit is considered ripe when it is hard when squeezed and difficult to divide with a fingernail, or when it readily drops from the plant when touched. Do not include seed heads that have already dropped all of their grains.",1,2012-04-10,NA,"58"
10378,390,1153,"For Hydrophyllum tenuipes, a fruit is considered ripe when it has dried to tan or light brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10379,390,1154,"For Juncus gerardii, a fruit is considered ripe when it has turned rusty brown or brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10380,390,1155,"For Lupinus arcticus, a fruit is considered ripe when it has turned yellowish and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10381,390,1156,"For Penstemon superbus, a fruit is considered ripe when it has turned tan or light brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10382,390,1157,"For Polemonium caeruleum, a fruit is considered ripe when it has turned tan or light brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10383,390,1158,"For Polemonium pulcherrimum, a fruit is considered ripe when it has turned tan and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10384,390,1159,"For Quercus velutina, a fruit is considered ripe when it has turned brown.",1,2012-04-10,NA,"58"
10385,390,1160,"For Rhamnus californica, a fruit is considered ripe when it has turned black.",1,2012-04-10,NA,"58"
10386,390,1161,"For Rosa californica, the fruits are considered ripe when the berry-like &quot;hip&quot; has turned reddish-orange or red.",1,2012-04-10,NA,"58"
10387,390,1162,"For Rubus hawaiensis, a fruit is considered ripe when it has turned red, dark red, purple-red or dark purple.",1,2012-04-10,NA,"58"
10388,390,1163,"For Salix gooddingii, a fruit is considered ripe when it has turned tan or light brown and has split open to expose seeds with fluff. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10389,390,1164,"For Scilla siberica, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10390,390,1165,"For Synthyris reniformis, a fruit is considered ripe when it has turned dark tan or brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10391,390,1166,"For Umbellularia californica, a fruit is considered ripe when it has turned dark purple or deep brown-purple.",1,2012-04-10,NA,"58"
10392,390,1167,"For Verbesina encelioides, a fruit is considered ripe when it has turned brown, dark brown or blackish, or when it readily drops from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-04-10,NA,"58"
10393,390,1168,"For Viola sempervirens, a fruit is considered ripe when it has turned mottled purple and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10394,390,1169,"For Vitex agnus-castus, a fruit is considered ripe when it has turned tan or brown.",1,2012-04-10,NA,"58"
10395,390,1170,"For Yucca elata, a fruit is considered ripe when it has turned tan, brown or dark brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-04-10,NA,"58"
10396,467,1159,"",1,2012-04-10,NA,"41"
10397,467,1161,"",1,2012-04-10,NA,"41"
10398,467,1162,"",1,2012-04-10,NA,"41"
10399,467,1163,"",1,2012-04-10,NA,"41"
10400,467,1169,"",1,2012-04-10,NA,"41"
10418,483,1159,"",0,2012-04-10,2016-02-10,"40"
10419,483,1161,"",0,2012-04-10,2016-02-10,"40"
10420,483,1162,"",0,2012-04-10,2016-02-10,"40"
10421,483,1163,"",0,2012-04-10,2016-02-10,"40"
10422,483,1169,"",0,2012-04-10,2016-02-10,"40"
10423,484,1160,"",1,2012-04-10,NA,"43"
10424,484,1166,"",1,2012-04-10,NA,"43"
10439,493,1152,"",1,2012-04-10,NA,"52"
10440,494,1152,"",1,2012-04-10,NA,"53"
10441,498,1159,"",0,2012-04-10,2016-02-10,"42"
10442,498,1161,"",0,2012-04-10,2016-02-10,"42"
10443,498,1162,"",0,2012-04-10,2016-02-10,"42"
10444,498,1163,"",0,2012-04-10,2016-02-10,"42"
10445,498,1169,"",0,2012-04-10,2016-02-10,"42"
10446,500,1147,"",1,2012-04-10,NA,"49"
10447,500,1148,"",1,2012-04-10,NA,"49"
10448,500,1149,"",1,2012-04-10,NA,"49"
10449,500,1150,"",1,2012-04-10,NA,"49"
10450,500,1151,"",1,2012-04-10,NA,"49"
10451,500,1153,"",1,2012-04-10,NA,"49"
10452,500,1154,"",1,2012-04-10,NA,"49"
10453,500,1155,"",1,2012-04-10,NA,"49"
10454,500,1156,"",1,2012-04-10,NA,"49"
10455,500,1157,"",1,2012-04-10,NA,"49"
10456,500,1158,"",1,2012-04-10,NA,"49"
10457,500,1159,"For Quercus velutina, the male inflorescence is a catkin which is initially compact and stiff, but eventually unfolds to become longer and hang loosely from the branch. Female flowers are very small and petal-less, emerging from the growing stem at the point where a new leaf is attached.",1,2012-04-10,NA,"48"
10458,500,1160,"",1,2012-04-10,NA,"48"
10459,500,1161,"",1,2012-04-10,NA,"48"
10460,500,1162,"",1,2012-04-10,NA,"48"
10461,500,1163,"For Salix gooddingii, both the male and female inflorescence is a catkin which is initially compact, but eventually grows fuller and fluffier. Once the flowers wilt, male catkins dry up, and female catkins turn green and lengthen as the fruits develop.",1,2012-04-10,NA,"48"
10462,500,1164,"",1,2012-04-10,NA,"49"
10463,500,1165,"",1,2012-04-10,NA,"49"
10464,500,1166,"",1,2012-04-10,NA,"48"
10465,500,1167,"",1,2012-04-10,NA,"49"
10466,500,1168,"",1,2012-04-10,NA,"49"
10467,500,1169,"",1,2012-04-10,NA,"48"
10468,500,1170,"",1,2012-04-10,NA,"48"
10469,501,1147,"",1,2012-04-10,NA,"50"
10470,501,1148,"",1,2012-04-10,NA,"50"
10471,501,1149,"",1,2012-04-10,NA,"50"
10472,501,1150,"",1,2012-04-10,NA,"50"
10473,501,1151,"",1,2012-04-10,NA,"50"
10474,501,1153,"",1,2012-04-10,NA,"50"
10475,501,1154,"",1,2012-04-10,NA,"50"
10476,501,1155,"",1,2012-04-10,NA,"50"
10477,501,1156,"",1,2012-04-10,NA,"50"
10478,501,1157,"",1,2012-04-10,NA,"50"
10479,501,1158,"",1,2012-04-10,NA,"50"
10480,501,1159,"For Quercus velutina, the male flowers will open once the initially compact catkin has unfolded and is hanging loosely. Female flowers are open when the pistils are visible, but will be very difficult to see where they are out of reach.",1,2012-04-10,NA,"50"
10481,501,1160,"",1,2012-04-10,NA,"50"
10482,501,1161,"",1,2012-04-10,NA,"50"
10483,501,1162,"",1,2012-04-10,NA,"50"
10484,501,1163,"For Salix gooddingii, the flowers are open when catkins lengthen and reproductive parts protrude, making the initially compact catkins appear fuller and fluffier.",1,2012-04-10,NA,"50"
10485,501,1164,"",1,2012-04-10,NA,"50"
10486,501,1165,"",1,2012-04-10,NA,"50"
10487,501,1166,"",1,2012-04-10,NA,"50"
10488,501,1167,"",1,2012-04-10,NA,"50"
10489,501,1168,"",1,2012-04-10,NA,"50"
10490,501,1169,"",1,2012-04-10,NA,"50"
10491,501,1170,"",1,2012-04-10,NA,"50"
10492,502,1152,"",1,2012-04-10,NA,"51"
10493,502,1159,"",1,2012-04-10,NA,"51"
10494,502,1163,"",1,2012-04-10,NA,"51"
10495,504,1147,"",1,2012-04-10,NA,"60"
10496,504,1148,"",1,2012-04-10,NA,"60"
10497,504,1149,"",1,2012-04-10,NA,"60"
10498,504,1150,"",1,2012-04-10,NA,"60"
10499,504,1151,"",1,2012-04-10,NA,"60"
10500,504,1152,"",1,2012-04-10,NA,"60"
10501,504,1153,"",1,2012-04-10,NA,"60"
10502,504,1154,"",1,2012-04-10,NA,"60"
10503,504,1155,"",1,2012-04-10,NA,"60"
10504,504,1156,"",1,2012-04-10,NA,"60"
10505,504,1157,"",1,2012-04-10,NA,"60"
10506,504,1158,"",1,2012-04-10,NA,"60"
10507,504,1159,"",1,2012-04-10,NA,"59"
10508,504,1160,"",1,2012-04-10,NA,"59"
10509,504,1161,"",1,2012-04-10,NA,"59"
10510,504,1162,"",1,2012-04-10,NA,"59"
10511,504,1163,"",1,2012-04-10,NA,"59"
10512,504,1164,"",1,2012-04-10,NA,"60"
10513,504,1165,"",1,2012-04-10,NA,"60"
10514,504,1166,"",1,2012-04-10,NA,"59"
10515,504,1167,"",1,2012-04-10,NA,"60"
10516,504,1168,"",1,2012-04-10,NA,"60"
10517,504,1169,"",1,2012-04-10,NA,"59"
10518,504,1170,"",1,2012-04-10,NA,"59"
10522,509,1154,"",1,2012-04-10,NA,"38"
10523,510,1171,"",1,2012-04-24,NA,"64"
10524,511,1171,"",1,2012-04-24,NA,"65"
10525,512,1171,"",1,2012-04-24,NA,"66"
10526,513,1171,"",1,2012-04-24,NA,"66"
10527,514,1171,"",1,2012-04-24,NA,"66"
10528,515,1171,"",1,2012-04-24,NA,"66"
10529,371,1172,"",1,2013-01-30,NA,"39"
10530,516,1172,"For Aesculus flava, the fruit is a leathery, prickly capsule that changes from green to tan or brown and splits open to expose the nut-like seeds. Do not include empty capsules that have already dropped all of their seeds.",0,2013-01-30,2019-02-04,"56"
10531,390,1172,"For Aesculus flava, a fruit is considered ripe when it has turned tan or brown and has split open to expose the nut-like seeds. Do not include empty capsules that have already dropped all of their seeds.",0,2013-01-30,2019-02-04,"58"
10532,467,1172,"",1,2013-01-30,NA,"41"
10534,483,1172,"",0,2013-01-30,2016-02-10,"40"
10535,498,1172,"",0,2013-01-30,2016-02-10,"42"
10536,500,1172,"",1,2013-01-30,NA,"48"
10537,501,1172,"",1,2013-01-30,NA,"50"
10538,504,1172,"",1,2013-01-30,NA,"59"
10539,371,1173,"",1,2013-01-30,NA,"39"
10540,516,1173,"For Amelanchier x grandiflora 'Autumn Brilliance', the fruit is juicy and berry-like and changes from green to red.",1,2013-01-30,NA,"56"
10541,390,1173,"For Amelanchier x grandiflora 'Autumn Brilliance', a fruit is considered ripe when it has turned red.",1,2013-01-30,NA,"58"
10542,467,1173,"",1,2013-01-30,NA,"41"
10544,483,1173,"",0,2013-01-30,2016-02-10,"40"
10545,498,1173,"",0,2013-01-30,2016-02-10,"42"
10546,500,1173,"",1,2013-01-30,NA,"48"
10547,501,1173,"",1,2013-01-30,NA,"50"
10548,504,1173,"",1,2013-01-30,NA,"59"
10549,371,1174,"",1,2013-01-30,NA,"39"
10550,516,1174,"For Amelanchier laevis, the fruit is berry-like and changes from green to red to dark purple, blue-black or purplish-black.",1,2013-01-30,NA,"56"
10551,390,1174,"For Amelanchier laevis, a fruit is considered ripe when it has turned dark purple, blue-black or purplish-black.",1,2013-01-30,NA,"58"
10552,467,1174,"",1,2013-01-30,NA,"41"
10554,483,1174,"",0,2013-01-30,2016-02-10,"40"
10555,498,1174,"",0,2013-01-30,2016-02-10,"42"
10556,500,1174,"",1,2013-01-30,NA,"48"
10557,501,1174,"",1,2013-01-30,NA,"50"
10558,504,1174,"",1,2013-01-30,NA,"59"
10559,516,1175,"For Cardamine concatenata, the fruit is a slender, green capsule that dries and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2013-01-30,NA,"57"
10560,390,1175,"For Cardamine concatenata, a fruit is considered ripe when it has dried and split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2013-01-30,NA,"58"
10563,500,1175,"",1,2013-01-30,NA,"49"
10564,501,1175,"",1,2013-01-30,NA,"50"
10565,504,1175,"",1,2013-01-30,NA,"60"
10566,371,1176,"",1,2013-01-30,NA,"39"
10567,516,1176,"For Carya cordiformis, the fruit is a nut covered by a tough, ridged husk that changes from green to yellowish-green to brown and splits open along the ridges to expose the nut.",1,2013-01-30,NA,"56"
10568,390,1176,"For Carya cordiformis, a fruit is considered ripe when the husk has turned brown and has split open to expose the nut.",1,2013-01-30,NA,"58"
10569,467,1176,"",1,2013-01-30,NA,"41"
10571,483,1176,"",0,2013-01-30,2016-02-10,"40"
